"AnimalID","Name","DateTime","OutcomeType","AnimalType","Age","Sex","IsFixed","MixColor","MainColor","MixBreed","MainBreed"
"A687534","No","2014-09-07 09:00:00","Transfer","Cat",365,"Female","No","Yes","Black","Yes","Domestic Shorthair"
"A677326","Yes","2014-04-24 11:32:00","Return_to_owner","Dog",365,"Male","Yes","No","Sable","Yes","German Shepherd"
"A684372","Yes","2014-08-02 19:05:00","Adoption","Cat",60,"Female","Yes","No","Calico","Yes","Domestic Shorthair"
"A693093","Yes","2014-12-03 17:53:00","Return_to_owner","Dog",365,"Male","Yes","Yes","Gray","Yes","Siberian Husky"
"A672082","Yes","2014-02-03 17:19:00","Return_to_owner","Dog",730,"Female","Yes","Yes","Blue","Yes","Pit Bull"
"A679921","Yes","2014-08-28 17:19:00","Return_to_owner","Cat",120,"Male","Yes","No","Blue","Yes","Other"
"A689944","Yes","2014-10-19 13:01:00","Adoption","Cat",60,"Female","Yes","No","Black","Yes","Domestic Shorthair"
"A707408","Yes","2015-07-31 19:02:00","Adoption","Dog",365,"Male","No","Yes","Tan","No","Chihuahua Shorthair"
"A703874","No","2015-06-09 17:25:00","Adoption","Dog",30,"Male","Yes","Yes","White","Yes","Chihuahua Shorthair"
"A644188","Yes","2014-10-09 17:07:00","Return_to_owner","Dog",1095,"Male","Yes","No","Black","No","Labrador Retriever"
"A706094","No","2015-06-25 09:00:00","Transfer","Cat",365,"Female","No","Yes","Blue","Yes","Domestic Shorthair"
"A678503","Yes","2014-05-14 15:09:00","Transfer","Cat",30,"Female","No","Yes","Brown","Yes","Domestic Shorthair"
"A669235","No","2013-12-18 11:49:00","Transfer","Dog",30,"Male","No","Yes","Brown","Yes","German Shepherd"
"A716679","Yes","2015-11-30 13:58:00","Transfer","Dog",365,"Male","No","Yes","White","Yes","Chihuahua Shorthair"
"A688787","No","2014-10-03 11:02:00","Transfer","Dog",1460,"Male","Yes","No","Buff","Yes","Labrador Retriever"
"A704018","No","2015-05-31 17:12:00","Transfer","Cat",3,"Unknown","Unknown","Yes","Black","Yes","Domestic Shorthair"
"A691959","No","2014-12-06 19:12:00","Adoption","Cat",60,"Female","Yes","Yes","White","Yes","Domestic Shorthair"
"A653964","Yes","2015-06-17 18:24:00","Return_to_owner","Dog",3285,"Male","Yes","Yes","Red","Yes","Australian Shepherd"
"A675234","Yes","2014-03-30 17:44:00","Adoption","Cat",1460,"Female","Yes","No","Blue","Yes","Siamese"
"A666550","No","2013-11-08 14:48:00","Transfer","Cat",1825,"Female","No","No","Torbie","Yes","Domestic Shorthair"
"A703326","No","2015-05-23 15:44:00","Transfer","Cat",28,"Unknown","Unknown","Yes","Brown","Yes","Domestic Shorthair"
"A678260","No","2014-05-14 15:30:00","Transfer","Cat",365,"Female","No","No","Blue","Yes","Domestic Shorthair"
"A698558","No","2015-05-08 16:12:00","Adoption","Dog",30,"Female","Yes","Yes","White","Yes","Labrador Retriever"
"A686495","Yes","2014-09-09 18:17:00","Adoption","Cat",150,"Female","Yes","No","Black","Yes","Domestic Shorthair"
"A713343","Yes","2015-11-20 17:54:00","Adoption","Cat",60,"Female","Yes","No","Blue","Yes","Domestic Medium Hair"
"A713480","Yes","2015-10-10 11:15:00","Return_to_owner","Dog",730,"Male","Yes","No","Tan","Yes","Chihuahua Shorthair"
"A672201","Yes","2014-02-05 16:56:00","Return_to_owner","Cat",1095,"Male","Yes","Yes","Black","Yes","Domestic Shorthair"
"A675425","Yes","2014-03-28 11:44:00","Transfer","Cat",30,"Female","No","No","Black","Yes","Domestic Medium Hair"
"A671480","Yes","2014-02-25 14:31:00","Adoption","Dog",60,"Male","Yes","No","White","Yes","Labrador Retriever"
"A669014","Yes","2013-12-22 23:37:00","Adoption","Cat",2555,"Female","Yes","No","Blue","Yes","Domestic Shorthair"
"A696284","Yes","2015-02-06 17:32:00","Adoption","Dog",30,"Male","Yes","Yes","Black","No","Pit Bull"
"A719410","Yes","2016-01-25 17:35:00","Adoption","Dog",730,"Female","Yes","Yes","White","No","Chihuahua Shorthair"
"A633402","Yes","2015-07-01 14:06:00","Transfer","Dog",3285,"Female","Yes","No","Red","Yes","Pit Bull"
"A692506","Yes","2014-11-26 16:34:00","Adoption","Dog",60,"Female","No","Yes","Tan","Yes","Anatol Shepherd"
"A686329","No","2014-08-20 17:11:00","Transfer","Cat",28,"Female","No","Yes","Black","Yes","Domestic Shorthair"
"A690947","Yes","2014-11-24 17:03:00","Return_to_owner","Dog",365,"Female","Yes","No","Tan","Yes","Chihuahua Shorthair"
"A689961","Yes","2014-10-26 10:57:00","Euthanasia","Dog",365,"Male","No","Yes","Tan","Yes","Pit Bull"
"A691188","Yes","2014-11-09 16:41:00","Adoption","Dog",1095,"Male","Yes","Yes","Blue","Yes","Chihuahua Shorthair"
"A698213","Yes","2015-03-13 17:36:00","Adoption","Cat",3285,"Female","Yes","Yes","White","No","Domestic Longhair"
"A671087","Yes","2014-03-04 12:55:00","Adoption","Dog",2190,"Female","Yes","Yes","Black","No","Chihuahua Shorthair"
"A711743","No","2015-09-12 09:00:00","Transfer","Cat",365,"Unknown","Unknown","Yes","Blue","Yes","Domestic Shorthair"
"A706083","Yes","2015-06-28 18:15:00","Adoption","Dog",365,"Female","Yes","Yes","Black","Yes","Border Collie"
"A708759","Yes","2015-08-05 16:10:00","Transfer","Cat",30,"Male","No","No","Orange","Yes","Domestic Shorthair"
"A290917","Yes","2014-07-08 14:46:00","Transfer","Cat",365,"Female","Yes","Yes","Orange","Yes","Domestic Longhair"
"A708355","Yes","2015-07-29 15:44:00","Transfer","Dog",90,"Male","No","Yes","Black","Yes","Labrador Retriever"
"A693846","No","2014-12-18 13:29:00","Transfer","Dog",60,"Male","No","Yes","Red","Yes","Manchester Terrier"
"A686620","No","2014-08-24 15:41:00","Transfer","Cat",4,"Male","No","No","Black","Yes","Domestic Shorthair"
"A686409","No","2014-08-22 09:00:00","Transfer","Cat",120,"Male","No","No","Blue","Yes","Domestic Shorthair"
"A710982","No","2015-08-31 13:36:00","Transfer","Cat",21,"Unknown","Unknown","No","Orange","Yes","Domestic Shorthair"
"A702092","Yes","2015-06-23 07:38:00","Adoption","Cat",60,"Male","Yes","No","Cream","Yes","Domestic Shorthair"
"A677522","Yes","2014-05-01 17:31:00","Adoption","Dog",30,"Female","Yes","No","Brown","Yes","Chihuahua Shorthair"
"A704838","Yes","2015-07-02 10:20:00","Transfer","Dog",270,"Female","Yes","Yes","Black","Yes","Pointer"
"A687147","No","2014-09-08 19:00:00","Adoption","Cat",60,"Male","Yes","No","Black","Yes","Domestic Shorthair"
"A622169","Yes","2015-04-27 13:20:00","Return_to_owner","Dog",1095,"Male","Yes","Yes","Black","Yes","Pit Bull"
"A667087","No","2013-11-13 16:00:00","Transfer","Cat",365,"Female","No","No","Torbie","No","Domestic Shorthair"
"A695212","No","2015-01-14 10:14:00","Euthanasia","Cat",365,"Female","No","No","Orange","Yes","Domestic Shorthair"
"A687363","No","2014-09-06 09:00:00","Transfer","Cat",365,"Male","No","Yes","White","No","Domestic Shorthair"
"A710464","Yes","2015-08-29 14:31:00","Adoption","Dog",60,"Female","Yes","Yes","Brown","Yes","Plott Hound"
"A664567","Yes","2014-03-22 16:06:00","Transfer","Dog",30,"Male","No","No","Brown","Yes","Pit Bull"
"A713830","Yes","2015-12-16 16:37:00","Adoption","Cat",90,"Female","No","No","Blue","Yes","Domestic Shorthair"
"A713720","Yes","2015-11-08 00:00:00","Transfer","Dog",365,"Male","Yes","No","Black","Yes","Other"
"A703119","No","2015-05-20 18:59:00","Transfer","Cat",21,"Unknown","Unknown","Yes","Black","Yes","Domestic Shorthair"
"A686783","No","2014-09-06 09:00:00","Transfer","Cat",1460,"Male","Yes","No","Black","Yes","Domestic Longhair"
"A669887","Yes","2014-08-15 14:08:00","Adoption","Dog",2555,"Female","Yes","Yes","Black","Yes","Plott Hound"
"A702015","No","2015-05-11 18:40:00","Adoption","Dog",1825,"Male","Yes","No","Tricolor","Yes","Pit Bull"
"A678525","Yes","2014-05-11 17:36:00","Return_to_owner","Dog",1460,"Male","Yes","Yes","Tan","No","Pug"
"A693289","No","2014-12-10 19:06:00","Transfer","Dog",2555,"Male","Yes","No","Red","No","Pomeranian"
"A663527","Yes","2013-10-10 16:58:00","Transfer","Cat",1825,"Female","Yes","No","Tortie","Yes","Domestic Shorthair"
"A720830","Yes","2016-02-16 11:55:00","Return_to_owner","Dog",365,"Male","Yes","Yes","Black","Yes","Chihuahua Longhair"
"A661482","Yes","2015-05-25 15:56:00","Adoption","Dog",730,"Male","Yes","No","Cream","Yes","Labrador Retriever"
"A708498","No","2015-08-29 07:49:00","Died","Cat",14,"Female","No","No","Black","Yes","Domestic Shorthair"
"A667218","No","2014-03-19 15:37:00","Transfer","Cat",730,"Female","Yes","No","Calico","Yes","Domestic Shorthair"
"A677351","No","2014-04-28 12:19:00","Transfer","Cat",365,"Female","Yes","No","Tortie","No","Domestic Shorthair"
"A685953","Yes","2014-08-16 16:02:00","Adoption","Dog",240,"Male","Yes","Yes","Brown","Yes","Labrador Retriever"
"A689823","No","2014-10-10 12:45:00","Euthanasia","Dog",120,"Male","No","Yes","White","Yes","Labrador Retriever"
"A716946","Yes","2016-01-09 11:23:00","Adoption","Cat",3285,"Female","Yes","Yes","Black","Yes","Domestic Medium Hair"
"A672702","No","2014-02-15 14:58:00","Euthanasia","Dog",90,"Female","No","No","Tricolor","Yes","Rat Terrier"
"A678881","Yes","2014-07-13 12:27:00","Adoption","Dog",365,"Male","Yes","Yes","Black","Yes","Labrador Retriever"
"A668564","No","2013-12-10 17:27:00","Adoption","Cat",60,"Male","Yes","No","Orange","Yes","Domestic Shorthair"
"A680083","Yes","2014-11-15 11:58:00","Transfer","Dog",2190,"Male","Yes","No","Brown","Yes","Pit Bull"
"A680872","Yes","2014-08-17 13:39:00","Adoption","Cat",60,"Male","Yes","Yes","Orange","Yes","Domestic Shorthair"
"A673931","Yes","2014-03-15 18:49:00","Adoption","Dog",1095,"Male","Yes","No","Brown","Yes","Other"
"A684002","No","2014-07-18 18:25:00","Transfer","Cat",21,"Male","No","Yes","Orange","Yes","Domestic Shorthair"
"A665642","Yes","2013-10-31 11:02:00","Return_to_owner","Dog",1095,"Male","No","No","Gray","No","Miniature Schnauzer"
"A613098","Yes","2013-10-13 17:32:00","Transfer","Dog",2190,"Male","No","Yes","Tan","No","Other"
"A673975","Yes","2014-03-10 16:53:00","Transfer","Dog",240,"Male","Yes","No","Black","Yes","Chihuahua Shorthair"
"A711833","No","2015-09-17 17:09:00","Adoption","Dog",30,"Female","Yes","No","Red","Yes","German Shepherd"
"A711539","No","2015-09-09 09:00:00","Transfer","Cat",120,"Male","No","Yes","Brown","Yes","Domestic Shorthair"
"A646858","Yes","2014-01-06 13:48:00","Transfer","Dog",365,"Male","Yes","Yes","Gray","No","Siberian Husky"
"A690248","No","2014-10-16 18:33:00","Transfer","Cat",21,"Male","No","No","Orange","Yes","Domestic Shorthair"
"A689983","No","2014-10-13 09:00:00","Transfer","Cat",365,"Male","No","Yes","Black","Yes","Domestic Shorthair"
"A680448","No","2014-06-03 11:08:00","Transfer","Cat",3,"Male","No","No","Blue","Yes","Domestic Shorthair"
"A664926","No","2013-10-14 17:18:00","Euthanasia","Dog",730,"Female","No","No","Brown","Yes","Labrador Retriever"
"A711336","No","2015-09-05 14:05:00","Transfer","Cat",21,"Unknown","Unknown","No","Brown","Yes","Domestic Shorthair"
"A708868","Yes","2015-08-14 17:28:00","Adoption","Cat",90,"Male","Yes","Yes","Brown","Yes","Domestic Shorthair"
"A710316","No","2015-08-21 15:12:00","Transfer","Cat",21,"Male","No","No","Brown","Yes","Domestic Shorthair"
"A678984","Yes","2015-06-19 19:04:00","Adoption","Dog",1095,"Female","Yes","Yes","Chocolate","Yes","Pit Bull"
"A678053","No","2014-05-03 16:15:00","Transfer","Cat",21,"Male","No","No","Black","Yes","Domestic Shorthair"
"A678720","Yes","2014-05-16 18:59:00","Adoption","Cat",60,"Male","Yes","Yes","Black","Yes","Domestic Shorthair"
"A668486","No","2013-12-13 18:54:00","Adoption","Dog",150,"Female","Yes","Yes","Blue","Yes","Pit Bull"
"A701312","Yes","2015-05-25 13:52:00","Transfer","Cat",60,"Male","No","No","Brown","Yes","Domestic Medium Hair"
"A701338","No","2015-04-29 08:34:00","Euthanasia","Dog",365,"Female","Yes","Yes","Black","Yes","Chihuahua Shorthair"
"A705620","Yes","2015-06-23 14:20:00","Adoption","Dog",2920,"Male","Yes","Yes","Black","Yes","German Shepherd"
"A678291","Yes","2014-05-11 18:26:00","Adoption","Dog",60,"Male","Yes","Yes","Tan","Yes","Australian Shepherd"
"A704000","Yes","2015-06-02 13:12:00","Transfer","Dog",1825,"Female","Yes","Yes","Tan","Yes","Chihuahua Shorthair"
"A674725","Yes","2014-03-21 19:21:00","Return_to_owner","Dog",365,"Male","No","Yes","Black","Yes","Cocker Spaniel"
"A666602","No","2013-11-04 14:55:00","Transfer","Dog",0,"Female","No","No","White","Yes","Beagle"
"A710279","Yes","2015-08-24 18:33:00","Adoption","Cat",60,"Male","Yes","Yes","White","Yes","Domestic Shorthair"
"A687403","No","2014-09-04 13:29:00","Transfer","Cat",21,"Male","No","Yes","Black","Yes","Domestic Shorthair"
"A675524","Yes","2014-04-06 16:57:00","Adoption","Cat",1095,"Female","Yes","No","Lynx Point","Yes","Siamese"
"A713090","Yes","2015-11-27 18:44:00","Adoption","Dog",1095,"Female","Yes","Yes","Tan","Yes","German Shepherd"
"A668954","No","2013-12-12 18:41:00","Euthanasia","Cat",30,"Unknown","Unknown","Yes","Blue","Yes","Domestic Shorthair"
"A672401","Yes","2014-02-09 18:36:00","Return_to_owner","Dog",1095,"Male","Yes","Yes","Red","Yes","Siberian Husky"
"A678664","Yes","2014-10-04 12:17:00","Adoption","Cat",365,"Female","Yes","No","Black","Yes","Domestic Shorthair"
"A684810","Yes","2014-07-29 12:55:00","Return_to_owner","Dog",1825,"Male","Yes","No","Cream","Yes","Labrador Retriever"
"A698822","No","2015-03-18 15:43:00","Transfer","Cat",1,"Unknown","Unknown","No","Black","Yes","Domestic Shorthair"
"A717050","Yes","2015-12-16 12:34:00","Adoption","Cat",365,"Female","Yes","No","Seal Point","Yes","Siamese"
"A692383","Yes","2014-11-25 14:01:00","Transfer","Cat",60,"Male","Yes","Yes","Black","Yes","Domestic Shorthair"
"A706564","Yes","2015-07-02 00:00:00","Transfer","Cat",90,"Male","Yes","No","Black","Yes","Domestic Shorthair"
"A670547","Yes","2014-02-02 14:36:00","Adoption","Cat",30,"Female","Yes","Yes","Brown","Yes","Domestic Shorthair"
"A641459","Yes","2014-02-08 17:29:00","Adoption","Dog",730,"Female","Yes","Yes","Brown","Yes","German Shepherd"
"A676172","Yes","2014-04-06 17:37:00","Return_to_owner","Dog",3285,"Female","Yes","No","Red","Yes","Labrador Retriever"
"A676074","Yes","2014-04-10 14:11:00","Transfer","Cat",120,"Female","No","Yes","Black","Yes","Domestic Shorthair"
"A668335","Yes","2013-12-22 14:24:00","Adoption","Dog",365,"Male","Yes","No","Tan","Yes","Labrador Retriever"
"A717721","Yes","2015-12-29 15:48:00","Adoption","Dog",365,"Female","Yes","Yes","Brown","Yes","Pit Bull"
"A706091","No","2015-06-24 16:39:00","Transfer","Cat",21,"Unknown","Unknown","Yes","Brown","Yes","Domestic Shorthair"
"A684503","Yes","2014-08-02 17:10:00","Adoption","Dog",730,"Male","Yes","No","Tan","Yes","Chihuahua Shorthair"
"A680281","Yes","2014-07-12 19:49:00","Adoption","Cat",60,"Female","Yes","No","Blue","Yes","Domestic Shorthair"
"A692599","Yes","2014-11-23 15:36:00","Transfer","Dog",210,"Female","No","No","Brown","Yes","Dachshund"
"A694651","Yes","2015-01-02 17:33:00","Adoption","Cat",90,"Male","Yes","Yes","Black","Yes","Domestic Medium Hair"
"A662401","Yes","2013-11-24 13:10:00","Transfer","Dog",2555,"Male","Yes","Yes","White","Yes","Pit Bull"
"A702768","No","2015-05-17 18:48:00","Transfer","Cat",21,"Male","No","No","Brown","Yes","Domestic Shorthair"
"A687566","Yes","2014-09-12 18:12:00","Adoption","Dog",365,"Female","Yes","Yes","Black","Yes","American Staffordshire Terrier"
"A691602","Yes","2014-11-29 14:12:00","Adoption","Dog",2190,"Male","Yes","Yes","Black","Yes","German Shepherd"
"A715086","No","2015-11-04 11:39:00","Adoption","Dog",730,"Male","Yes","No","Sable","Yes","German Shepherd"
"A668562","Yes","2013-12-13 18:13:00","Adoption","Cat",60,"Female","No","No","Orange","Yes","Domestic Shorthair"
"A707727","No","2015-07-16 18:39:00","Transfer","Cat",14,"Male","No","Yes","Black","Yes","Domestic Shorthair"
"A713582","No","2015-10-09 13:53:00","Transfer","Cat",21,"Female","No","No","Calico","Yes","Domestic Shorthair"
"A706410","Yes","2015-07-04 11:47:00","Adoption","Dog",150,"Male","Yes","No","Yellow","Yes","Labrador Retriever"
"A691948","Yes","2014-12-04 17:28:00","Transfer","Dog",365,"Male","Yes","Yes","White","Yes","Pit Bull"
"A683590","No","2014-07-16 13:51:00","Transfer","Dog",365,"Female","Yes","No","Blue","Yes","Australian Cattle Dog"
"A696363","Yes","2015-02-14 17:15:00","Adoption","Dog",365,"Female","Yes","Yes","Tan","Yes","Black Mouth Cur"
"A710535","Yes","2015-08-30 18:39:00","Adoption","Dog",365,"Female","Yes","Yes","Brown","Yes","Chihuahua Shorthair"
"A673649","No","2014-03-01 13:59:00","Transfer","Cat",1460,"Unknown","Unknown","Yes","Orange","Yes","Domestic Longhair"
"A717432","Yes","2016-01-04 16:56:00","Adoption","Cat",730,"Female","Yes","Yes","White","Yes","Domestic Shorthair"
"A686723","Yes","2014-08-31 13:16:00","Adoption","Cat",365,"Male","Yes","No","Blue","Yes","Domestic Shorthair"
"A681259","No","2014-06-14 12:45:00","Transfer","Cat",21,"Male","No","Yes","Black","Yes","Domestic Shorthair"
"A647006","Yes","2014-06-30 14:28:00","Return_to_owner","Dog",1095,"Female","Yes","Yes","Red","Yes","Pit Bull"
"A586717","Yes","2014-11-23 17:41:00","Adoption","Dog",1825,"Male","Yes","Yes","Red","Yes","Pit Bull"
"A673092","Yes","2014-03-05 18:00:00","Adoption","Dog",1460,"Female","Yes","No","White","Yes","Maltese"
"A699724","No","2015-04-05 17:10:00","Adoption","Dog",30,"Male","Yes","Yes","Fawn","No","Boxer"
"A665686","Yes","2014-09-14 14:20:00","Adoption","Dog",1095,"Female","Yes","Yes","Tan","Yes","Dachshund"
"A715837","No","2015-11-11 11:35:00","Transfer","Cat",21,"Female","No","No","Orange","Yes","Domestic Shorthair"
"A712234","No","2015-09-23 18:24:00","Adoption","Dog",60,"Male","Yes","Yes","Black","Yes","Yorkshire Terrier"
"A679945","Yes","2014-05-28 14:43:00","Return_to_owner","Dog",3285,"Female","Yes","Yes","Brown","Yes","Pit Bull"
"A700088","Yes","2015-04-18 12:16:00","Return_to_owner","Dog",1460,"Male","Yes","Yes","Black","Yes","Labrador Retriever"
"A616257","Yes","2014-11-24 10:27:00","Euthanasia","Dog",1095,"Male","Yes","Yes","Blue","Yes","Pit Bull"
"A692208","No","2014-11-21 08:42:00","Euthanasia","Cat",60,"Female","No","Yes","Black","Yes","Domestic Medium Hair"
"A717874","Yes","2016-02-14 11:05:00","Return_to_owner","Dog",365,"Female","Yes","Yes","Fawn","Yes","Pit Bull"
"A707250","Yes","2015-07-25 12:02:00","Adoption","Cat",1825,"Female","Yes","No","Blue","Yes","Domestic Shorthair"
"A707609","Yes","2016-01-09 13:43:00","Transfer","Dog",1095,"Female","Yes","Yes","Tan","Yes","Black Mouth Cur"
"A704332","Yes","2015-06-09 14:01:00","Transfer","Cat",2190,"Male","Yes","No","Flame Point","Yes","Siamese"
"A713672","Yes","2015-11-05 17:29:00","Adoption","Cat",60,"Female","Yes","Yes","Black","Yes","Domestic Shorthair"
"A711332","Yes","2015-09-13 18:17:00","Adoption","Cat",60,"Male","Yes","No","Black","Yes","Domestic Shorthair"
"A702877","No","2015-05-29 15:32:00","Transfer","Dog",60,"Female","No","Yes","Black","Yes","Pointer"
"A615161","Yes","2016-02-03 14:29:00","Return_to_owner","Dog",1460,"Female","Yes","Yes","Black","Yes","Pit Bull"
"A715988","Yes","2015-11-13 18:18:00","Return_to_owner","Dog",2920,"Male","Yes","Yes","Black","No","Rottweiler"
"A706723","No","2015-07-07 18:14:00","Transfer","Dog",90,"Female","No","Yes","White","Yes","Pit Bull"
"A688222","Yes","2015-01-16 18:57:00","Return_to_owner","Dog",180,"Female","Yes","Yes","Black","Yes","Border Collie"
"A711660","Yes","2015-12-12 17:40:00","Adoption","Cat",120,"Female","Yes","No","Black","Yes","Domestic Shorthair"
"A712146","Yes","2015-09-18 15:06:00","Return_to_owner","Dog",2920,"Female","Yes","Yes","Gray","Yes","Miniature Schnauzer"
"A665092","Yes","2013-10-13 15:51:00","Return_to_owner","Dog",2555,"Male","Yes","Yes","Black","Yes","Labrador Retriever"
"A706178","Yes","2015-07-06 18:24:00","Return_to_owner","Dog",365,"Male","Yes","No","Brown","Yes","Pit Bull"
"A707691","Yes","2015-08-13 15:14:00","Transfer","Cat",30,"Male","No","No","Black","Yes","Domestic Shorthair"
"A684903","Yes","2014-09-01 14:58:00","Adoption","Dog",2190,"Female","Yes","No","Tan","Yes","Chihuahua Shorthair"
"A698835","Yes","2015-05-24 19:44:00","Adoption","Cat",60,"Male","No","No","Black","Yes","Domestic Shorthair"
"A671366","Yes","2014-02-01 17:19:00","Return_to_owner","Dog",730,"Female","Yes","No","Black","Yes","Chihuahua Shorthair"
"A687876","Yes","2014-09-16 18:52:00","Adoption","Dog",730,"Female","Yes","Yes","Brown","Yes","Chihuahua Shorthair"
"A693159","No","2014-12-24 08:37:00","Adoption","Dog",30,"Male","Yes","Yes","Black","Yes","Australian Cattle Dog"
"A663869","Yes","2013-10-20 16:53:00","Adoption","Dog",730,"Female","Yes","Yes","White","Yes","Pit Bull"
"A607728","Yes","2014-05-22 15:37:00","Return_to_owner","Dog",3285,"Female","Yes","Yes","White","Yes","Boxer"
"A684692","No","2014-08-03 12:41:00","Transfer","Dog",365,"Female","Yes","Yes","Gray","Yes","Miniature Schnauzer"
"A688813","Yes","2014-09-27 15:13:00","Transfer","Dog",150,"Female","No","No","White","Yes","Great Pyrenees"
"A679654","Yes","2014-10-19 10:54:00","Adoption","Cat",180,"Male","Yes","No","Orange","Yes","Domestic Shorthair"
"A681763","No","2014-06-23 13:16:00","Died","Dog",30,"Male","No","Yes","White","Yes","Chihuahua Shorthair"
"A702006","No","2015-05-24 14:35:00","Euthanasia","Dog",1825,"Female","Yes","Yes","White","Yes","Pit Bull"
"A715749","No","2015-11-10 09:00:00","Transfer","Cat",730,"Male","No","Yes","Orange","Yes","Domestic Longhair"
"A669829","No","2013-12-28 14:07:00","Transfer","Dog",60,"Male","No","Yes","Tan","Yes","Other"
"A703091","No","2015-05-20 14:09:00","Transfer","Cat",3,"Unknown","Unknown","Yes","Black","Yes","Domestic Shorthair"
"A698360","Yes","2015-05-05 13:30:00","Adoption","Cat",3285,"Male","Yes","Yes","Brown","Yes","Domestic Longhair"
"A696115","Yes","2015-02-04 18:01:00","Adoption","Cat",270,"Male","Yes","No","Orange","Yes","Domestic Shorthair"
"A667765","Yes","2013-11-30 15:59:00","Return_to_owner","Dog",365,"Male","Yes","Yes","Black","Yes","Dachshund"
"A702609","No","2015-05-17 09:00:00","Transfer","Cat",365,"Female","No","Yes","Black","Yes","Domestic Shorthair"
"A672161","Yes","2014-03-29 12:19:00","Adoption","Cat",90,"Female","Yes","No","Brown","Yes","Domestic Shorthair"
"A685395","Yes","2014-08-09 12:24:00","Return_to_owner","Dog",2555,"Male","No","Yes","Blue","No","Other"
"A705106","Yes","2015-06-15 11:51:00","Adoption","Dog",90,"Female","No","No","Red","Yes","Other"
"A719542","Yes","2016-01-29 18:49:00","Transfer","Cat",7,"Male","No","No","Brown","Yes","Domestic Longhair"
"A703588","Yes","2015-06-01 18:35:00","Adoption","Dog",180,"Female","Yes","Yes","Red","Yes","Anatol Shepherd"
"A712655","Yes","2015-09-30 17:33:00","Adoption","Cat",60,"Male","Yes","No","Orange","Yes","Domestic Shorthair"
"A665422","Yes","2013-11-30 17:36:00","Adoption","Dog",365,"Male","Yes","Yes","Brown","Yes","Dachshund"
"A715811","No","2015-11-13 13:42:00","Transfer","Cat",365,"Female","Yes","No","Blue","Yes","Domestic Medium Hair"
"A674873","No","2014-03-19 15:14:00","Euthanasia","Cat",365,"Female","No","Yes","Black","Yes","Domestic Shorthair"
"A701180","Yes","2015-04-26 17:43:00","Return_to_owner","Dog",1095,"Female","Yes","Yes","Orange","Yes","Other"
"A671739","Yes","2014-02-08 18:56:00","Return_to_owner","Dog",1825,"Male","Yes","Yes","Chocolate","Yes","Chihuahua Shorthair"
"A711597","Yes","2015-10-23 10:50:00","Adoption","Dog",2190,"Male","Yes","No","Sable","Yes","German Shepherd"
"A658844","Yes","2013-10-21 13:18:00","Adoption","Dog",365,"Female","Yes","Yes","Red","Yes","Pit Bull"
"A681268","Yes","2015-03-14 17:58:00","Adoption","Cat",730,"Female","Yes","No","Seal Point","Yes","Siamese"
"A578097","Yes","2014-12-31 09:01:00","Euthanasia","Cat",2190,"Female","Yes","No","Lynx Point","Yes","Siamese"
"A566678","Yes","2014-10-10 14:11:00","Return_to_owner","Dog",2555,"Male","Yes","No","Red","Yes","Labrador Retriever"
"A698375","Yes","2015-03-11 15:30:00","Return_to_owner","Dog",365,"Female","Yes","No","Gold","Yes","Golden Retriever"
"A679451","No","2014-05-21 12:35:00","Transfer","Cat",21,"Female","No","No","Blue","Yes","Domestic Shorthair"
"A700058","No","2015-04-11 11:31:00","Transfer","Dog",365,"Female","No","No","White","Yes","Boxer"
"A577861","Yes","2016-01-13 19:11:00","Return_to_owner","Dog",2555,"Male","No","No","Yellow","No","Labrador Retriever"
"A694173","No","2014-12-22 10:10:00","Euthanasia","Dog",90,"Male","No","No","Brown","Yes","Pit Bull"
"A684893","Yes","2014-08-08 11:59:00","Return_to_owner","Dog",1095,"Female","Yes","Yes","Brown","Yes","German Shepherd"
"A690578","Yes","2014-11-02 15:54:00","Transfer","Cat",1095,"Male","Yes","Yes","White","Yes","Domestic Shorthair"
"A684913","Yes","2014-07-30 17:04:00","Euthanasia","Dog",365,"Male","Yes","Yes","Black","Yes","American Bulldog"
"A687723","Yes","2014-09-09 16:00:00","Return_to_owner","Dog",3285,"Female","Yes","No","Brown","Yes","Dachshund"
"A714255","No","2015-10-20 17:15:00","Transfer","Cat",7,"Male","No","No","Black","Yes","Domestic Shorthair"
"A710980","No","2015-09-01 09:00:00","Transfer","Cat",120,"Male","No","No","Brown","Yes","Domestic Shorthair"
"A714582","Yes","2015-11-01 19:14:00","Adoption","Dog",730,"Male","Yes","No","Sable","Yes","German Shepherd"
"A682754","Yes","2014-07-06 12:13:00","Adoption","Dog",1095,"Male","Yes","Yes","Brown","Yes","Boxer"
"A679753","Yes","2014-06-04 14:16:00","Transfer","Dog",30,"Female","Yes","No","Tan","Yes","Labrador Retriever"
"A690217","Yes","2014-10-22 14:47:00","Euthanasia","Dog",365,"Male","Yes","Yes","Brown","Yes","Great Pyrenees"
"A692874","Yes","2014-12-22 14:35:00","Adoption","Cat",30,"Female","No","Yes","Blue","Yes","Domestic Shorthair"
"A700104","No","2015-04-12 17:12:00","Adoption","Dog",60,"Female","Yes","Yes","Blue","Yes","Other"
"A667357","Yes","2013-12-06 13:42:00","Transfer","Cat",730,"Female","Yes","Yes","Brown","Yes","Domestic Shorthair"
"A675073","Yes","2014-04-03 15:08:00","Adoption","Dog",120,"Male","No","Yes","Tan","Yes","Chihuahua Shorthair"
